cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,fecha_reseña,producto_categoria,reseña_id,texto_reseña
178,nanabc,664.67,1050.18,306.0,127.0,call center,29.0,2024-03-14,ropa,178,El diseño es atractivo y el color coincide con lo esperado después de varios usos
179,97.0,7897.28,692.87,291.0,27.0,web,,2023-07-08,ropa,179,El diseño es atractivo y el color coincide con lo esperado después de varios usos
180,34.0,684.17,429.48,,220.0,tienda física,34.0,2024-02-23,hogar,180,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
181,86.0,5466.46,1095.51,242.0,202.0,tienda física,42.0,2025-07-31,salud,181,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
182,45.0,8880.76,1496.41,65.0,,tienda física,47.0,2025-02-11,ropa,182,El diseño es atractivo yyy el color coincide con lo esperado después de varios usos
183,36.0,4346.97,497.02,17.0,25.0,móvil,50.0,2023-10-27,servicios,183,El  servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
184,52.0,17171.05,811.82,202.0,35.0,call center,1.0,2025-12-04,salud,184,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
185,90.0,19468.57,354.42,121.0,72.0,call center,36.0,2025-10-30,hogar,185,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
186,63.0,4423.61,1193.65,112.0,118.0,marketplace,2.0,2025-09-20,servicios,186,La  experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
187,75.0,15646.61,580.57,21.0,238.0,marketplace,46.0,2025-06-19,educacion,187,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
188,26.0,17218.3,602.0,294.0,157.0,móvil,5.0,2023-06-16,ropa,188,El diseño es atractivo y el color coincide con lo esperado después de varios usos
189,91.0,1728.14,401.54,261.0,182.0,web,35.0,2024-10-06,electronica,189,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
190,28.0,13389.24,1266.22,72.0,206.0,call center,10.0,2024-05-15,electronica,190,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
191,68.0,19079.54,1460.32,117.0,89.0,tienda física,33.0,2025-09-24,hogar,191,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones ..
192,19.0,6177.13,1490.12,215.0,215.0,call center,21.0,2025-10-29,hogar,192,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
193,79.0,2638.57,717.91,297.0,,móvil,44.0,2025-02-19,salud,193,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
194,13.0,2375.05,1332.12,,13.0,marketplace,7.0,2023-08-28,ropa,194,El diseño es atractivo y el color coincide con lo esperado después de varios usos
195,47.0,14136.22,979.6,172.0,6.0,web,29.0,2025-11-22,hogar,195,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales ..
196,15.0,15749.1,360.44,193.0,177.0,móvil,35.0,2024-07-19,salud,196,Las  instalaciones están limpias y el personal explica los procedimientos de forma básica
197,82.0,17723.93,436.7,298.0,180.0,móvil,27.0,2023-02-28,ropa,197,El diseño es atractivo y el color coincide con lo esperado después de varios usos
198,55.0,4510.9,594.87,127.0,95.0,call center,12.0,2025-01-01,salud,198,Las instalaciones están limpias yyy el personal explica los procedimientos de forma básica
199,61.0,16670.1,175.76,191.0,41.0,marketplace,37.0,2023-01-09,electronica,199,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
200,31.0,3151.74,930.24,309.0,137.0,móvil,46.0,2025-10-12,servicios,200,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
201,49.0,18038.63,395.65,,208.0,marketplace,41.0,,alimentos,201,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
202,30.0,9877.7,329.04,,,web,50.0,2025-03-11,hogar,202,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
203,85.0,9235.97,901.37,269.0,,tienda física,44.0,2023-02-28,servicios,203,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
204,96.0,14335.57,843.79,,87.0,tienda física,41.0,2025-06-19,servicios,204,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
205,99.0,13551.9,383.67,,25.0,tienda física,11.0,2025-05-28,alimentos,205,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
206,57.0,1542.7,957.09,326.0,,móvil,3.0,2024-05-18,salud,206,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
207,86.0,14638.19,1073.47,74.0,72.0,web,27.0,2024-07-05,educacion,207,El contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido
208,34.0,346.42,1132.29,298.0,,web,12.0,,hogar,208,El  artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
209,100.0,17665.11,980.58,197.0,228.0,web,35.0,2024-07-28,salud,209,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
210,82.0,9446.19,677.42,265.0,154.0,call center,46.0,2023-11-07,salud,210,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
211,2.0,13601.24,631.17,149.0,65.0,web,29.0,2023-03-07,electronica,211,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
212,30.0,2735.97,1486.0,237.0,43.0,call center,31.0,2025-07-13,ropa,212,El diseño es atractivo y el color coincide con lo esperado después de varios usos
213,72.0,3742.97,1308.07,91.0,112.0,tienda física,26.0,2023-01-16,educacion,213,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
214,62.0,2239.82,120.93,143.0,37.0,call center,49.0,2023-03-22,educacion,214,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..
215,88.0,15086.46,702.0,320.0,80.0,tienda física,7.0,2024-12-16,salud,215,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
216,46.0,19245.01,1000.82,159.0,215.0,tienda física,26.0,2025-06-03,ropa,216,El  diseño es atractivo y el color coincide con lo esperado después de varios usos
217,83.0,19495.29,,339.0,,móvil,29.0,2024-05-26,salud,217,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
218,65.0,17561.01,4.98,309.0,178.0,tienda física,5.0,2024-04-14,alimentos,218,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
219,100.0,3434.33,1465.0,364.0,124.0,tienda física,34.0,2023-02-05,alimentos,219,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
220,8.0,17867.22,,288.0,24.0,web,33.0,2025-10-06,salud,220,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
221,97.0,12032.13,682.81,322.0,188.0,web,15.0,2024-10-19,educacion,221,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
222,75.0,4179.89,1218.86,336.0,69.0,marketplace,49.0,2023-09-24,educacion,222,El  contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
223,,16612.6,206.2,96.0,75.0,call center,49.0,2023-03-17,salud,223,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
224,24.0,18815.43,1461.23,305.0,104.0,web,29.0,2024-04-21,electronica,224,La  interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
225,82.0,2269.33,1355.13,,24.0,tienda física,22.0,2024-10-04,ropa,225,El diseño es atractivo y el color coincide con lo esperado después de varios usos ..
226,96.0,16913.14,475.99,50.0,235.0,call center,46.0,2023-04-13,electronica,226,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
227,74.0,19870.89,1236.57,138.0,136.0,web,1.0,2023-04-18,educacion,227,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
228,92.0,7041.89,923.74,10.0,42.0,marketplace,5.0,2023-10-09,electronica,228,Este  producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
229,44.0,5914.38,1319.86,239.0,156.0,call center,2.0,2023-07-11,educacion,229,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
230,80.0,17216.12,1340.9,7.0,129.0,call center,19.0,2023-11-14,ropa,230,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
231,25.0,9664.31,995.7,311.0,233.0,móvil,36.0,2025-11-20,ropa,231,La  prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
232,6.0,12253.87,383.32,66.0,,web,14.0,2023-08-29,ropa,232,El diseño es atractivo y el color coincide con lo esperado después de varios usos
233,85.0,4869.98,1459.22,54.0,139.0,call center,30.0,2025-11-22,electronica,233,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
234,1.0,12279.49,1016.86,175.0,125.0,marketplace,36.0,2023-12-07,educacion,234,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
235,57.0,16761.15,434.69,152.0,,call center,20.0,2024-12-16,electronica,235,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
236,1.0,16213.96,132.73,26.0,223.0,tienda física,20.0,2025-04-13,servicios,236,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
237,72.0,8140.29,63.0,63.0,150.0,marketplace,38.0,2024-05-04,educacion,237,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
238,20.0,19365.15,1241.55,19.0,55.0,tienda física,26.0,2023-03-27,servicios,238,El servicio fue adecuado con tiempos razonables aunq la atención podría ser más clara
239,10.0,16550.26,630.62,213.0,215.0,call center,5.0,2024-05-09,hogar,239,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
240,39.0,669.81,813.8,197.0,231.0,call center,43.0,2025-10-16,educacion,240,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
241,Error,19325.31,37.37,280.0,69.0,móvil,29.0,2023-10-31,servicios,241,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
242,25.0,nanabc,849.14,86.0,26.0,móvil,4.0,2025-08-07,hogar,242,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
243,65.0,596.44,805.08,72.0,240.0,marketplace,24.0,2024-07-19,salud,243,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
244,11.0,7824.59,1306.97,276.0,110.0,call center,23.0,2025-04-30,hogar,244,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
245,45.0,2213.42,510.14,49.0,105.0,marketplace,18.0,2024-02-17,educacion,245,El contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido
246,8.0,4380.92,1136.64,185.0,226.0,call center,38.0,2024-12-08,servicios,246,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
247,43.0,793.72,111.04,48.0,211.0,tienda física,2.0,2023-06-05,alimentos,247,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura ..
248,67.0,3926.97,1214.62,241.0,184.0,tienda física,19.0,2023-01-15,salud,248,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
249,99.0,5164.11,605.09,218.0,70.0,tienda física,13.0,2024-06-02,alimentos,249,El producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario
250,85.0,3257.82,1336.69,358.0,215.0,call center,13.0,2024-10-28,ropa,250,El diseño es atractivo y el color coincide con lo esperado después de varios usos
251,43.0,10918.53,1276.99,280.0,126.0,marketplace,9.0,2023-02-16,alimentos,251,El producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario
252,48.0,2326.07,1418.63,271.0,217.0,call center,40.0,2025-07-04,educacion,252,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
253,75.0,1384.68,542.35,57.0,41.0,tienda física,38.0,2023-01-18,alimentos,253,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
254,96.0,2511.61,1404.45,105.0,56.0,tienda física,37.0,2025-06-18,alimentos,254,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
255,55.0,18930.45,1092.02,45.0,87.0,tienda física,3.0,2025-06-06,ropa,255,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
256,99.0,16270.15,1253.84,360.0,124.0,call center,22.0,2025-06-08,alimentos,256,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
257,19.0,19038.62,761.21,57.0,0.0,móvil,32.0,2025-04-21,educacion,257,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
258,39.0,14373.02,1056.06,231.0,,tienda física,30.0,2023-03-07,electronica,258,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
259,70.0,4627.44,6.34,93.0,30.0,web,7.0,2025-07-08,ropa,259,El diseño es atractivo y el color coincide con lo esperado después de varios usos
260,37.0,4634.8,1035.74,80.0,210.0,web,28.0,2025-08-04,salud,260,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
261,86.0,8818.45,,168.0,82.0,móvil,27.0,2023-05-26,servicios,261,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
262,66.0,11152.39,1418.24,203.0,203.0,tienda física,22.0,2025-01-27,educacion,262,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
263,58.0,10250.34,241.11,320.0,111.0,móvil,21.0,2023-07-15,servicios,263,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
264,35.0,18940.77,287.25,306.0,193.0,móvil,24.0,2024-06-19,hogar,264,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales ..
265,76.0,12683.3,33.87,257.0,218.0,tienda física,1.0,2024-07-26,educacion,265,El contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido
266,82.0,9833.74,19.61,294.0,84.0,móvil,50.0,2023-10-13,educacion,266,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
267,11.0,19099.77,70.85,29.0,152.0,tienda física,35.0,2023-01-26,hogar,267,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
268,77.0,6338.48,1431.24,261.0,5.0,marketplace,25.0,,salud,268,Las instalaciones están limpias y el personal explica los procedimientos de forma básica ..
269,22.0,3681.77,1121.7,,110.0,call center,49.0,2024-08-05,servicios,269,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
270,7.0,9594.74,1288.78,271.0,230.0,tienda física,9.0,2024-02-22,educacion,270,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
271,53.0,18794.24,122.22,352.0,15.0,web,21.0,2025-04-07,electronica,271,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
272,34.0,4475.23,836.39,13.0,103.0,call center,24.0,2023-03-18,salud,272,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo ..
273,84.0,14292.99,434.12,198.0,79.0,web,13.0,,salud,273,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
274,71.0,13306.85,389.14,114.0,136.0,tienda física,5.0,2025-10-02,ropa,274,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
275,17.0,13401.42,215.04,146.0,138.0,tienda física,23.0,2025-02-28,educacion,275,El  contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
276,54.0,13721.8,461.79,258.0,137.0,móvil,24.0,2025-11-22,hogar,276,Cumple  su función en casa y ayuda a mantener el espacio organizado sin complicaciones
277,54.0,6921.6,854.28,20.0,210.0,tienda física,23.0,2023-11-17,educacion,277,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
278,26.0,18564.4,407.92,292.0,28.0,marketplace,13.0,2023-10-28,salud,278,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
279,37.0,13743.16,1095.16,79.0,76.0,call center,37.0,2025-09-30,educacion,279,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
280,11.0,974.11,1452.28,207.0,198.0,tienda física,2.0,,servicios,280,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
281,97.0,11629.41,1054.67,190.0,132.0,web,45.0,2024-09-04,educacion,281,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
282,6.0,11380.43,753.39,320.0,133.0,móvil,46.0,2023-06-05,servicios,282,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
283,3.0,1670.58,821.61,337.0,14.0,tienda física,2.0,2024-12-09,hogar,283,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
284,62.0,18449.36,1080.66,337.0,35.0,tienda física,7.0,2024-08-14,ropa,284,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
285,16.0,4189.54,770.49,99.0,,móvil,19.0,2023-11-27,hogar,285,Cumple  su función en casa y ayuda a mantener el espacio organizado sin complicaciones
286,38.0,14037.3,623.5,240.0,90.0,marketplace,43.0,2024-06-23,educacion,286,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
287,14.0,10376.97,142.63,84.0,17.0,tienda física,29.0,2024-07-27,alimentos,287,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
288,89.0,3369.4,1401.38,279.0,39.0,marketplace,29.0,2024-04-19,electronica,288,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
289,75.0,13048.13,1106.21,93.0,82.0,tienda física,32.0,2024-08-11,educacion,289,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
290,4.0,4688.0,556.32,172.0,19.0,call center,32.0,2025-03-25,ropa,290,El diseño es atractivo y el color coincide con lo esperado después de varios usos
291,38.0,15162.21,1127.81,,55.0,móvil,34.0,2025-12-04,hogar,291,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
292,nanabc,1275.92,1235.8,334.0,161.0,móvil,39.0,2025-03-16,educacion,292,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
293,13.0,10606.5,34.49,36.0,15.0,web,11.0,2024-12-21,educacion,293,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
294,70.0,792.8,458.76,114.0,,web,43.0,2023-08-19,ropa,294,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
295,0.0,,390.47,4.0,171.0,marketplace,26.0,2023-10-17,salud,295,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
296,14.0,2075.28,169.42,360.0,30.0,tienda física,43.0,2023-02-02,salud,296,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
297,67.0,1216.91,978.67,116.0,127.0,móvil,47.0,2024-06-26,servicios,297,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
298,31.0,19627.22,1343.41,207.0,210.0,tienda física,44.0,2025-05-24,salud,298,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
299,75.0,18293.53,1467.14,239.0,26.0,web,20.0,2025-11-29,alimentos,299,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
300,31.0,1433.76,1037.08,284.0,39.0,tienda física,22.0,2025-08-22,educacion,300,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
301,83.0,7178.48,403.49,213.0,121.0,web,49.0,2025-01-21,electronica,301,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
302,11.0,1002.68,233.23,165.0,162.0,tienda física,36.0,2024-05-15,servicios,302,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
303,89.0,19183.64,1047.23,44.0,91.0,tienda física,16.0,2024-01-27,electronica,303,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
304,8.0,5917.15,920.68,61.0,59.0,móvil,,2024-02-07,hogar,304,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
305,45.0,,,96.0,87.0,marketplace,47.0,2023-01-11,salud,305,Las instalaciones están limpias y el personal explica los procedimientos de forma básica ..
306,8.0,8538.15,690.54,146.0,150.0,marketplace,11.0,2024-12-18,electronica,306,La  interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
307,33.0,3810.43,9.32,129.0,119.0,call center,,2025-03-26,ropa,307,El diseño es atractivo y el color coincide con lo esperado después de varios usos
308,1.0,13057.78,640.56,142.0,,tienda física,19.0,2025-11-16,servicios,308,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
309,72.0,10523.44,1349.82,45.0,,tienda física,8.0,2024-10-30,educacion,309,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..
310,86.0,16733.15,1365.54,174.0,173.0,web,45.0,2024-11-16,educacion,310,El contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido
311,55.0,5652.02,54.25,182.0,87.0,móvil,33.0,2025-11-11,electronica,311,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
312,94.0,4068.26,129.05,64.0,233.0,tienda física,26.0,2024-10-10,electronica,312,Este  producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
313,45.0,4875.51,225.34,7.0,,marketplace,45.0,,salud,313,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
314,97.0,6450.95,734.6,1.0,89.0,móvil,32.0,2024-08-29,ropa,314,El  diseño es atractivo y el color coincide con lo esperado después de varios usos
315,97.0,11806.42,1196.9,179.0,48.0,tienda física,11.0,2025-05-24,ropa,315,La  prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
316,95.0,1214.06,662.87,134.0,105.0,web,28.0,2025-06-08,alimentos,316,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
317,47.0,16468.96,1128.12,69.0,205.0,marketplace,3.0,2023-02-09,alimentos,317,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura ..
318,49.0,12562.5,149.46,158.0,88.0,tienda física,19.0,2024-09-15,salud,318,Las instalaciones están limpias yyy el personal explica los procedimientos de forma básica
319,67.0,18074.7,,135.0,108.0,call center,42.0,2024-03-14,servicios,319,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
320,nanabc,7405.37,1377.55,89.0,128.0,call center,49.0,2024-05-29,alimentos,320,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
321,75.0,16755.88,501.59,135.0,178.0,web,46.0,2023-05-24,salud,321,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
322,75.0,5718.6,995.37,336.0,111.0,tienda física,45.0,,ropa,322,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
323,30.0,15097.72,1055.18,147.0,191.0,web,1.0,2023-10-25,electronica,323,La interfaz es intuitiva y el dispositivo responde muuy en tareas comunes y prolongadas
324,19.0,12562.56,790.94,76.0,143.0,marketplace,35.0,2023-12-05,educacion,324,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
325,93.0,15327.45,890.18,343.0,202.0,marketplace,10.0,,salud,325,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
326,24.0,6933.19,679.77,,109.0,tienda física,33.0,2023-04-18,servicios,326,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
327,18.0,2093.29,367.89,140.0,25.0,móvil,23.0,2025-09-29,hogar,327,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
328,72.0,14149.96,894.22,129.0,61.0,call center,1.0,,ropa,328,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
329,44.0,2653.25,287.09,118.0,50.0,call center,32.0,2024-03-16,electronica,329,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
330,60.0,16516.35,1152.3,,22.0,tienda física,32.0,2024-12-21,servicios,330,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
331,62.0,827.29,897.19,1.0,93.0,call center,40.0,2024-11-28,ropa,331,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
332,19.0,12126.53,792.25,225.0,113.0,call center,48.0,2024-08-29,alimentos,332,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
333,67.0,11959.67,304.28,284.0,80.0,web,12.0,,salud,333,La  atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
334,64.0,8147.07,481.47,360.0,35.0,call center,43.0,,salud,334,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
335,32.0,14651.86,991.46,0.0,77.0,call center,32.0,2023-04-28,hogar,335,Cumple  su función en casa y ayuda a mantener el espacio organizado sin complicaciones
336,67.0,18033.53,879.41,324.0,64.0,tienda física,34.0,2024-05-25,alimentos,336,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
337,35.0,3687.57,526.67,100.0,150.0,web,26.0,2024-03-15,servicios,337,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
338,52.0,5748.33,621.26,,185.0,call center,22.0,,servicios,338,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
339,5.0,17975.98,1152.87,111.0,76.0,call center,22.0,2024-02-25,educacion,339,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
340,58.0,18083.68,1252.84,149.0,96.0,marketplace,17.0,2023-09-19,ropa,340,El diseño es atractivo y el color coincide con lo esperado después de varios usos
341,51.0,2111.27,707.17,316.0,,tienda física,45.0,2024-09-09,educacion,341,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
342,81.0,1577.6,902.74,202.0,38.0,call center,1.0,2024-01-14,alimentos,342,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
343,6.0,19465.17,727.84,97.0,120.0,móvil,26.0,2023-04-07,electronica,343,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
344,52.0,13906.27,661.99,338.0,171.0,tienda física,46.0,2025-08-31,ropa,344,El diseño es atractivo y el color coincide con lo esperado después de varios usos
345,82.0,15163.62,332.26,187.0,210.0,tienda física,20.0,2024-02-11,salud,345,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
346,36.0,4512.09,1329.57,112.0,,tienda física,23.0,2023-11-01,ropa,346,La prenda es cómoda yyy la tela se siente agradable aunque la talla puede variar un poco
347,80.0,14665.45,795.46,224.0,74.0,call center,10.0,2024-04-23,ropa,347,El diseño es atractivo yyy el color coincide con lo esperado después de varios usos
348,41.0,5182.93,1251.97,223.0,73.0,móvil,5.0,2023-11-09,electronica,348,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
349,78.0,2607.34,533.0,33.0,91.0,móvil,17.0,2025-04-29,electronica,349,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
350,nanabc,13296.82,702.79,342.0,234.0,móvil,24.0,2023-11-06,alimentos,350,El  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
351,4.0,16598.29,,222.0,115.0,tienda física,19.0,2024-12-06,alimentos,351,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura ..
352,5.0,1876.8,87.24,218.0,138.0,móvil,16.0,2025-01-26,hogar,352,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
353,92.0,14179.11,348.3,61.0,66.0,web,16.0,2023-09-29,alimentos,353,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
354,7.0,9460.11,822.9,271.0,45.0,call center,37.0,2025-09-10,salud,354,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
355,88.0,8655.5,544.2,103.0,49.0,call center,39.0,2023-09-13,alimentos,355,El producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario
356,44.0,8159.91,233.79,119.0,177.0,web,6.0,2023-05-01,servicios,356,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
357,15.0,16812.85,699.42,222.0,187.0,móvil,41.0,2023-05-01,salud,357,Las  instalaciones están limpias y el personal explica los procedimientos de forma básica
